Dimerization,ZL,error,N
0.0,0.009302875858306126,0.0035213074247745333,500.0
0.1,0.008526155360756441,0.0035449133263120787,500.0
0.2,0.004272301086905617,0.0038736033528714723,500.0
0.3,-0.0004001088370905999,0.003888987261662166,500.0
0.4,-0.006139966846512871,0.00483095832611973,500.0
0.5,0.018824518170133284,0.005613868306610225,500.0
